CPF,Papel_Empresa,Salario,Idade,Tempo_Empresa,Departamento,Localizacao,Avaliacao_Desempenho,Carga_Horaria,Bonus
623.271.859-66,Group Product Manager,20926.0,41,3.6,Produto,Brasília,9.3,49,2082.84
799.451.159-12,Product Manager,18443.85,48,5.8,Produto,Salvador,7.1,38,3266.31
836.363.429-64,Team Member,5791.45,27,14.6,Vendas,Porto Alegre,6.5,40,494.06
807.981.502-55,Product Manager,15899.56,38,14.3,Produto,Porto Alegre,3.9,31,2339.95
391.448.542-70,Product Manager,13403.16,39,1.4,Produto,Belo Horizonte,6.7,39,2586.96
550.809.380-24,Tech Lead,24742.34,46,1.3,TI,Salvador,4.9,43,2669.36
242.551.448-69,Group Product Manager,21185.12,34,6.1,Vendas,Curitiba,9.1,43,1838.71
463.161.630-38,Tech Lead,15893.46,50,4.6,Vendas,Rio de Janeiro,8.0,48,1545.01
958.706.357-91,Team Member,8885.15,47,14.9,Produto,Recife,6.2,34,1431.63
293.976.565-90,Product Manager,16195.66,55,6.4,Produto,Recife,9.0,45,2357.73
203.327.433-14,Tech Lead,22307.34,47,4.0,Vendas,Salvador,4.8,34,3284.63
548.624.938-91,Team Member,6688.11,41,4.2,Marketing,Recife,8.3,47,1046.45
683.559.789-81,Group Product Manager,27584.69,40,0.5,Vendas,Recife,5.0,38,3818.97
365.616.181-54,Product Manager,19775.45,29,12.3,Produto,Brasília,8.8,32,1780.73
465.666.224-83,Group Product Manager,32381.33,56,3.0,Vendas,Salvador,4.4,37,2390.34
424.511.398-26,Product Manager,14983.34,54,2.4,Produto,Fortaleza,1.6,43,1148.79
175.193.568-57,Team Member,6971.05,37,11.2,Produto,Belo Horizonte,1.8,50,905.61
792.486.687-24,Product Manager,12049.7,22,13.6,Marketing,São Paulo,8.2,47,1930.71
327.967.151-78,Tech Lead,23123.32,26,4.6,TI,Rio de Janeiro,9.0,35,4532.78
178.345.125-96,Tech Lead,17927.67,50,3.4,TI,Brasília,2.7,34,1721.93
477.888.418-10,Product Manager,18143.67,45,8.1,Vendas,Porto Alegre,5.6,45,1565.52
877.274.196-54,Tech Lead,21548.96,52,4.8,Vendas,Manaus,2.3,47,3750.6
156.544.655-20,Product Manager,14821.33,28,4.8,Marketing,Belo Horizonte,8.1,31,948.86
205.170.227-44,Tech Lead,18333.25,22,10.6,Marketing,Salvador,7.7,33,3052.84
899.263.943-88,Tech Lead,18474.22,38,4.1,Marketing,Brasília,1.6,47,3306.02
148.400.329-76,Tech Lead,17533.5,28,11.9,TI,Rio de Janeiro,8.9,49,1146.11
426.189.515-49,Team Member,7475.5,44,6.4,TI,Porto Alegre,1.7,49,759.32
141.241.543-36,Tech Lead,16983.31,25,14.5,Vendas,Manaus,3.2,47,1736.9
794.325.603-19,Group Product Manager,28767.58,33,10.4,Produto,Belo Horizonte,8.9,35,2671.1
281.154.245-88,Group Product Manager,21166.18,40,5.7,Vendas,Curitiba,2.8,35,3307.91
278.767.362-33,Product Manager,19377.03,39,10.5,Vendas,Fortaleza,5.6,35,2154.7
473.863.904-63,Tech Lead,22905.79,36,3.8,Marketing,Belo Horizonte,6.9,49,2869.99
635.291.868-93,Team Member,11909.36,48,4.7,TI,Curitiba,1.8,41,1880.34
605.776.345-56,Tech Lead,17144.03,54,7.9,Vendas,Rio de Janeiro,6.8,39,1459.48
564.411.517-56,Group Product Manager,25875.98,47,4.8,Vendas,Curitiba,8.1,45,1447.03
556.378.459-11,Group Product Manager,30917.3,51,10.0,Marketing,Manaus,4.8,42,3317.91
125.587.763-65,Team Member,6075.75,43,12.0,TI,Belo Horizonte,2.4,46,896.07
937.418.971-23,Group Product Manager,30022.8,34,13.5,Vendas,Brasília,8.3,32,5382.9
728.839.184-65,Tech Lead,15518.04,49,8.3,TI,Rio de Janeiro,1.7,30,1940.75
632.192.183-73,Group Product Manager,21689.81,36,13.7,Vendas,Belo Horizonte,4.4,42,1782.22
409.534.184-32,Tech Lead,24777.46,58,1.5,TI,Manaus,9.9,48,2119.31
751.701.669-85,Group Product Manager,32661.2,37,12.8,TI,Manaus,1.5,30,5276.72
439.892.609-43,Team Member,11332.93,60,8.6,Marketing,Rio de Janeiro,8.5,38,1594.04
247.735.100-49,Product Manager,18548.39,55,14.1,TI,Porto Alegre,4.6,37,2946.05
733.409.517-50,Product Manager,12984.44,40,12.3,Produto,Fortaleza,4.3,34,1747.22
490.562.585-77,Group Product Manager,31002.73,50,0.6,Vendas,Recife,4.2,38,1901.46
807.243.143-32,Team Member,11222.89,40,3.1,Produto,Belo Horizonte,6.3,42,2212.02
396.913.160-61,Group Product Manager,32593.54,43,7.0,Vendas,Fortaleza,6.2,41,5771.69
827.158.526-54,Group Product Manager,20918.54,32,9.2,Vendas,São Paulo,1.4,40,3672.15
632.174.432-89,Product Manager,13304.35,26,11.6,TI,Salvador,3.3,40,1798.06
569.948.334-82,Product Manager,13412.62,57,4.3,Marketing,Rio de Janeiro,4.4,37,1088.22
574.827.200-38,Product Manager,17481.08,35,1.2,Vendas,Recife,1.1,43,923.32
207.342.399-16,Tech Lead,23098.72,41,7.9,Marketing,Salvador,4.3,43,3795.52
369.453.854-23,Team Member,5862.87,37,13.2,Vendas,Recife,4.8,40,417.43
467.671.827-65,Team Member,7305.8,55,13.7,Vendas,Manaus,4.9,39,396.12
867.360.121-83,Group Product Manager,23283.19,23,1.3,Vendas,São Paulo,5.0,36,3026.53
132.351.968-71,Team Member,7623.91,59,12.5,Marketing,Rio de Janeiro,1.1,36,948.49
772.984.965-35,Team Member,10563.34,47,2.7,Vendas,Porto Alegre,9.7,44,1334.0
485.948.734-71,Group Product Manager,32037.63,22,1.2,TI,Fortaleza,5.8,37,3515.39
357.945.600-29,Product Manager,15966.02,56,4.6,Produto,Fortaleza,8.8,46,2606.18
826.961.326-47,Tech Lead,21819.51,22,12.9,TI,Recife,1.9,34,1351.95
661.538.937-29,Product Manager,12642.01,57,10.0,Vendas,Recife,6.2,34,1301.15
962.639.191-78,Product Manager,14796.04,37,5.0,Marketing,Curitiba,4.3,31,1591.85
532.653.914-26,Group Product Manager,21110.89,47,5.4,TI,Porto Alegre,2.4,48,3027.59
714.319.177-91,Team Member,10826.72,31,7.6,Produto,Manaus,1.6,31,1218.07
913.976.286-63,Product Manager,16404.02,32,13.8,Produto,Belo Horizonte,1.6,47,1382.31
733.142.685-38,Product Manager,15786.83,51,4.0,Vendas,Recife,4.6,31,1149.05
291.404.222-15,Tech Lead,19820.1,35,1.7,TI,Manaus,9.3,30,2001.42
382.663.327-50,Tech Lead,15583.31,43,8.5,TI,Rio de Janeiro,3.0,45,798.64
910.110.338-94,Team Member,8777.27,45,8.3,Vendas,São Paulo,3.3,32,1685.14
223.507.162-41,Team Member,6933.21,27,4.2,Vendas,Manaus,8.2,46,785.78
284.373.338-89,Product Manager,16627.13,31,6.8,Produto,Fortaleza,5.1,47,2883.29
370.840.566-96,Group Product Manager,21727.44,41,4.3,Vendas,Recife,4.4,31,2393.84
517.130.954-22,Group Product Manager,33943.27,36,9.2,Vendas,Curitiba,3.4,37,6335.08
508.384.896-84,Tech Lead,24423.3,45,13.1,Vendas,Salvador,3.1,31,1819.57
984.519.151-47,Group Product Manager,23554.51,58,13.5,Vendas,Fortaleza,4.0,36,3224.93
447.879.212-50,Group Product Manager,28014.79,27,4.1,Vendas,Belo Horizonte,2.0,40,2765.72
392.147.717-90,Team Member,10880.91,58,2.2,TI,Porto Alegre,8.9,37,2057.09
584.192.426-62,Product Manager,15397.69,26,10.1,Produto,Porto Alegre,7.5,30,2236.83
443.950.424-84,Group Product Manager,31321.78,31,3.4,TI,Manaus,6.2,32,3634.37
212.945.442-89,Tech Lead,15741.24,48,4.7,Produto,Manaus,6.5,39,2598.75
674.578.167-89,Team Member,7917.19,47,13.5,Marketing,Fortaleza,1.7,40,814.91
564.731.452-52,Tech Lead,24678.26,37,9.2,Produto,Fortaleza,7.3,32,2524.13
225.166.844-28,Tech Lead,16860.77,45,3.6,Vendas,Recife,9.2,34,1811.16
551.981.803-31,Tech Lead,17199.66,25,14.0,TI,Salvador,3.1,38,3234.26
684.191.753-81,Product Manager,16464.93,59,0.8,Marketing,São Paulo,3.3,37,2994.21
768.608.134-66,Group Product Manager,29181.5,34,12.6,Marketing,Rio de Janeiro,7.0,49,5538.48
950.692.584-44,Tech Lead,23772.72,26,11.3,Produto,Brasília,8.6,32,4498.22
263.927.287-43,Tech Lead,19904.76,42,13.6,Vendas,Salvador,7.8,35,1444.5
428.400.440-75,Product Manager,15440.8,44,3.5,Vendas,Curitiba,4.1,38,1175.61
309.485.904-12,Product Manager,17607.54,41,3.2,Vendas,Salvador,2.8,46,2371.88
300.159.505-62,Tech Lead,22200.26,28,2.4,TI,Rio de Janeiro,7.8,44,3202.81
715.163.975-35,Team Member,10739.73,47,14.7,Marketing,São Paulo,4.4,42,752.6
344.615.547-25,Tech Lead,21381.82,43,14.9,Produto,Belo Horizonte,8.6,45,1140.11
656.305.443-76,Tech Lead,15309.53,52,7.9,Marketing,São Paulo,4.7,50,1870.89
855.166.854-15,Product Manager,16988.87,55,10.6,Vendas,São Paulo,9.4,41,1889.37
828.828.577-66,Group Product Manager,31939.51,50,5.8,Marketing,Rio de Janeiro,2.8,45,2043.36
272.806.808-26,Team Member,11171.82,28,9.4,Produto,Recife,3.6,47,1278.51
714.434.634-97,Group Product Manager,34304.17,28,3.6,Marketing,Rio de Janeiro,5.3,48,3803.81
203.191.566-35,Product Manager,16765.92,23,10.1,Vendas,Brasília,4.8,31,2570.58
288.267.653-49,Group Product Manager,21302.55,22,3.9,Produto,Porto Alegre,6.6,41,1444.37
262.678.682-77,Tech Lead,22570.65,28,11.0,Marketing,Curitiba,8.8,34,2546.24
147.730.372-51,Product Manager,17412.1,36,12.4,Vendas,Curitiba,2.3,37,2370.13
865.411.719-95,Tech Lead,20982.7,33,9.6,Marketing,Curitiba,1.4,45,3856.04
220.385.910-47,Group Product Manager,33622.57,26,2.3,Marketing,Belo Horizonte,8.1,37,5482.04
747.805.662-29,Tech Lead,23636.47,41,8.3,Marketing,São Paulo,3.4,41,3833.9
575.255.697-71,Group Product Manager,34670.22,22,8.7,Marketing,Manaus,3.2,50,1957.21
778.148.117-82,Team Member,10500.11,50,11.7,Vendas,Rio de Janeiro,9.8,40,827.4
164.316.372-51,Team Member,6138.52,32,12.6,Produto,Recife,1.3,48,1153.38
489.208.436-84,Product Manager,19635.89,40,5.0,Vendas,Porto Alegre,5.2,38,2705.22
371.817.140-63,Team Member,10656.38,39,1.0,Vendas,Recife,4.2,37,1196.61
630.152.613-39,Team Member,8971.44,38,0.8,Vendas,Belo Horizonte,9.2,47,1066.72
911.371.556-31,Product Manager,15096.66,44,8.4,Marketing,Rio de Janeiro,3.4,30,2154.45
828.621.558-70,Group Product Manager,27147.59,42,12.2,Produto,Belo Horizonte,3.2,37,5027.85
241.375.417-69,Team Member,5394.93,49,12.7,TI,Manaus,7.9,30,1073.34
989.353.534-84,Tech Lead,21041.97,57,8.0,Produto,Rio de Janeiro,4.9,38,4011.95
865.879.447-73,Team Member,9609.55,29,9.5,TI,Curitiba,2.3,32,1546.25
198.423.582-62,Product Manager,13775.19,50,2.8,TI,Porto Alegre,9.5,42,1019.54
641.977.743-49,Product Manager,16897.07,56,9.8,Produto,Salvador,1.1,46,3295.96
948.206.335-37,Team Member,5991.8,23,8.2,Vendas,Porto Alegre,3.4,42,1194.37
510.744.801-75,Product Manager,16991.26,32,1.6,Marketing,Recife,2.8,30,2606.04
813.420.719-23,Tech Lead,22711.15,47,11.2,Produto,São Paulo,2.1,43,3951.46
296.257.290-75,Team Member,10837.99,53,11.4,Vendas,São Paulo,1.9,38,891.11
961.137.567-17,Tech Lead,15489.56,24,9.0,Produto,Brasília,7.8,38,1413.02
124.486.293-30,Product Manager,16965.34,30,3.5,Vendas,São Paulo,2.5,33,1752.82
433.181.584-11,Group Product Manager,20583.48,53,4.0,Marketing,Rio de Janeiro,8.5,48,3694.83
696.626.570-27,Tech Lead,22107.59,28,12.7,TI,Fortaleza,3.1,47,3675.18
695.959.926-47,Group Product Manager,20621.23,35,10.8,Marketing,Porto Alegre,4.6,31,3274.3
421.258.990-31,Team Member,5784.15,31,7.3,Produto,Recife,7.3,32,632.59
783.966.196-69,Product Manager,18186.62,36,11.6,Vendas,Brasília,6.0,40,3375.34
680.923.292-60,Group Product Manager,21829.62,45,11.0,Produto,Recife,4.9,38,2092.66
235.286.709-58,Team Member,10113.55,25,7.2,Produto,Manaus,8.6,36,690.0
625.911.273-14,Product Manager,16425.28,42,1.1,Marketing,Manaus,9.1,31,1801.29
963.882.105-86,Group Product Manager,25872.33,55,11.0,Produto,Salvador,6.9,37,5012.55
528.494.257-82,Tech Lead,23818.43,33,4.7,Produto,Curitiba,2.8,34,4323.97
910.412.983-39,Team Member,9318.38,54,4.9,TI,São Paulo,8.0,46,1093.9
832.397.776-16,Group Product Manager,28765.37,32,5.1,TI,Porto Alegre,4.4,46,1740.07
176.343.900-14,Team Member,8123.58,52,12.6,Vendas,Rio de Janeiro,3.7,35,1136.06
936.465.194-30,Team Member,10690.97,28,12.1,TI,São Paulo,4.4,49,687.83
630.896.451-75,Team Member,11723.87,36,7.9,Produto,São Paulo,8.5,46,682.63
756.798.760-98,Team Member,7678.02,51,2.9,Produto,Porto Alegre,1.0,42,1374.26
221.670.279-84,Team Member,11548.53,48,5.3,TI,Recife,1.4,50,1647.04
931.845.474-37,Tech Lead,21541.03,34,7.7,Produto,Porto Alegre,7.1,46,3312.02
745.836.499-41,Team Member,10908.79,35,6.7,Produto,Fortaleza,9.3,33,685.85
863.463.896-68,Product Manager,17120.34,34,10.0,Vendas,Curitiba,1.6,41,1652.08
746.416.709-35,Group Product Manager,32507.99,40,10.7,Marketing,Belo Horizonte,7.0,49,4140.55
923.946.236-34,Group Product Manager,29283.88,32,10.9,Produto,Recife,3.5,48,3753.47
470.349.948-96,Group Product Manager,24500.76,38,3.4,TI,Fortaleza,2.4,42,3167.49
746.214.515-65,Product Manager,12136.12,31,8.5,Marketing,Manaus,5.6,37,935.9
647.916.362-86,Tech Lead,20714.56,51,0.6,TI,Porto Alegre,9.5,43,2137.82
872.919.869-27,Team Member,5637.83,30,6.4,TI,Manaus,10.0,36,927.04
496.270.893-40,Tech Lead,23894.08,30,1.3,Marketing,Porto Alegre,5.9,32,4205.37
250.427.656-39,Team Member,11827.98,51,11.8,Produto,Fortaleza,5.3,49,1707.58
391.503.283-43,Product Manager,19944.16,25,0.7,Vendas,Belo Horizonte,4.6,36,1260.84
341.153.881-65,Product Manager,16043.99,36,9.7,Produto,Recife,8.4,46,2900.36
428.562.862-14,Group Product Manager,31040.44,32,14.1,Vendas,Belo Horizonte,6.5,46,5612.57
918.306.719-13,Group Product Manager,23936.62,54,6.5,TI,Manaus,9.1,50,2171.45
556.533.172-19,Team Member,8594.22,36,7.3,TI,São Paulo,2.9,41,1520.53
418.883.512-66,Group Product Manager,30630.24,24,11.1,Marketing,Rio de Janeiro,2.1,33,4671.97
624.183.851-54,Product Manager,17766.6,37,2.5,Marketing,Brasília,6.3,41,1436.93
883.451.676-67,Team Member,7629.11,30,9.8,Marketing,Rio de Janeiro,7.2,47,658.45
421.807.301-87,Team Member,8736.99,53,6.1,Vendas,Salvador,6.5,38,1724.55
145.279.568-75,Tech Lead,15335.03,23,14.7,Produto,Manaus,7.2,47,1239.92
417.701.828-61,Product Manager,15239.83,28,6.2,Produto,Brasília,5.6,45,2705.67
968.319.854-43,Team Member,9145.14,51,3.6,Marketing,Rio de Janeiro,4.3,31,1295.89
924.291.161-21,Group Product Manager,23906.17,32,9.4,TI,Fortaleza,7.1,36,3087.03
206.632.652-19,Group Product Manager,33618.51,55,7.0,Vendas,São Paulo,1.2,35,4296.05
781.400.429-10,Team Member,6790.05,25,9.2,Marketing,Brasília,9.8,36,1287.81
982.840.309-27,Tech Lead,19245.33,36,14.7,Produto,Fortaleza,4.7,36,3214.19
184.569.538-69,Group Product Manager,21441.72,48,1.2,Vendas,Fortaleza,7.1,39,3465.05
292.364.885-58,Team Member,7436.91,26,3.8,Marketing,Recife,8.9,33,749.9
645.236.800-73,Team Member,5172.81,39,4.5,TI,São Paulo,5.4,34,657.09
362.514.654-43,Group Product Manager,30670.06,38,11.4,Marketing,Recife,4.1,50,5183.07
519.448.149-31,Team Member,11361.0,59,8.3,Produto,Recife,4.2,36,1206.69
946.981.964-63,Team Member,9533.87,36,10.3,Produto,Fortaleza,8.0,40,1552.71
926.972.178-27,Team Member,9626.79,59,5.0,Vendas,Belo Horizonte,3.7,30,1913.32
733.543.165-13,Team Member,5028.94,30,14.0,Vendas,São Paulo,1.3,30,781.48
601.535.992-98,Team Member,7498.04,54,9.5,TI,São Paulo,8.3,31,564.02
650.731.593-70,Team Member,9255.04,27,11.7,Marketing,Porto Alegre,7.6,49,870.13
814.474.679-92,Team Member,6362.82,44,10.1,Vendas,Belo Horizonte,6.5,38,567.3
356.701.206-78,Group Product Manager,34726.82,25,9.0,TI,Belo Horizonte,8.2,34,5194.84
464.997.467-92,Tech Lead,21598.99,23,11.5,TI,Fortaleza,8.2,46,1514.2
973.820.528-58,Group Product Manager,32662.79,43,13.7,Marketing,Fortaleza,3.0,50,3403.83
930.789.182-53,Group Product Manager,20039.75,54,14.7,TI,Belo Horizonte,5.6,32,3526.56
292.584.487-90,Group Product Manager,28268.47,26,0.9,Marketing,Rio de Janeiro,8.7,48,5238.74
337.104.822-80,Tech Lead,16427.02,38,10.8,Vendas,Belo Horizonte,8.6,31,1391.55
181.542.338-33,Group Product Manager,30590.4,24,10.5,Vendas,Porto Alegre,2.6,46,4020.47
533.146.948-92,Team Member,7690.01,43,13.8,Marketing,Porto Alegre,5.6,31,457.77
715.679.853-72,Group Product Manager,28886.94,28,10.1,Marketing,Curitiba,4.5,31,4075.66
247.932.259-11,Tech Lead,22794.31,32,4.9,Produto,Salvador,1.9,48,2857.38
583.528.277-51,Group Product Manager,24406.26,42,7.5,TI,Rio de Janeiro,3.6,40,4732.35
290.431.245-85,Product Manager,12875.15,33,14.8,Produto,Salvador,9.4,40,1498.59
802.242.646-46,Team Member,8553.98,44,1.6,TI,Porto Alegre,4.1,46,437.66
508.416.846-85,Tech Lead,24964.14,23,4.8,Produto,São Paulo,1.0,36,3824.86
775.302.388-44,Tech Lead,18391.59,24,0.8,TI,Rio de Janeiro,9.7,48,3618.86
145.642.139-32,Group Product Manager,22968.66,54,7.4,Produto,Fortaleza,8.4,50,3818.24
701.262.618-91,Group Product Manager,21360.12,40,9.6,Produto,Curitiba,9.6,46,3812.91
125.553.249-14,Product Manager,16742.19,46,8.3,Marketing,Fortaleza,3.4,48,2049.0
458.439.284-34,Team Member,11027.54,57,12.2,TI,Rio de Janeiro,7.3,33,2001.74
461.903.306-86,Team Member,8042.13,23,11.0,Marketing,Recife,2.3,49,614.05
685.559.258-46,Tech Lead,19819.83,31,14.3,Vendas,Salvador,5.5,50,3230.92
351.191.538-95,Tech Lead,15247.77,42,7.2,Vendas,Porto Alegre,7.8,30,1280.26
818.823.421-59,Team Member,8815.57,48,7.1,Produto,Belo Horizonte,5.5,47,1306.17
542.366.909-96,Product Manager,17654.03,38,5.8,TI,Manaus,2.4,44,2970.86
102.158.390-86,Team Member,6978.7,28,4.1,Produto,Brasília,4.2,37,483.66
790.208.539-83,Product Manager,15238.26,39,13.2,Produto,Brasília,1.9,48,2011.37
796.469.190-66,Product Manager,14060.59,56,4.2,Produto,Salvador,7.3,44,2800.77
237.865.381-20,Tech Lead,17999.57,57,12.4,Vendas,Belo Horizonte,3.7,46,3408.28
271.188.163-68,Team Member,7876.18,44,3.1,Produto,São Paulo,9.3,50,481.99
110.917.337-44,Product Manager,19486.29,34,0.6,Produto,Rio de Janeiro,5.5,40,3483.58
214.734.279-90,Team Member,7849.4,54,6.5,Vendas,Porto Alegre,3.1,46,1322.0
647.101.500-33,Team Member,11083.57,33,8.6,Produto,Belo Horizonte,2.5,48,810.04
602.578.789-79,Group Product Manager,20268.93,59,7.4,Produto,Curitiba,6.7,39,1386.55
652.796.109-44,Tech Lead,17204.92,29,11.9,Marketing,São Paulo,1.4,47,1954.01
738.183.161-75,Product Manager,12021.07,48,12.8,Produto,Porto Alegre,8.0,44,894.41
968.167.786-72,Product Manager,18768.79,49,12.3,Marketing,São Paulo,6.3,35,3578.89
355.555.131-65,Group Product Manager,30058.49,58,2.0,Marketing,Manaus,3.3,47,3629.34
654.718.412-79,Product Manager,19784.3,43,12.3,Produto,Rio de Janeiro,6.3,35,3599.29
744.262.800-57,Product Manager,17216.52,55,3.1,TI,Brasília,1.0,30,2489.59
308.421.777-70,Tech Lead,22386.13,51,10.1,Marketing,Belo Horizonte,1.4,35,3141.58
487.646.666-94,Tech Lead,22771.77,44,14.5,TI,Brasília,5.9,44,1231.99
427.549.757-62,Tech Lead,17297.37,25,7.9,Marketing,Fortaleza,2.3,49,935.9
101.132.333-19,Product Manager,18746.48,47,7.4,Vendas,Fortaleza,2.6,46,2046.76
713.740.121-97,Tech Lead,24877.01,52,9.6,Vendas,Manaus,3.1,33,3792.4
993.573.731-22,Team Member,11222.97,34,2.5,Produto,Rio de Janeiro,6.4,46,740.82
993.470.992-69,Group Product Manager,31324.3,27,2.8,TI,Porto Alegre,5.8,47,2737.57
867.973.743-70,Team Member,7426.25,49,9.8,Produto,Fortaleza,2.6,40,1253.64
137.254.157-83,Tech Lead,21276.08,53,2.0,Produto,Belo Horizonte,3.9,40,3662.23
765.124.751-78,Team Member,6708.54,25,3.5,Produto,Fortaleza,8.2,43,1046.45
133.115.855-20,Group Product Manager,29458.76,50,2.6,Vendas,Manaus,1.6,45,4216.48
914.394.623-39,Group Product Manager,23002.87,56,3.1,Produto,Recife,8.4,50,2038.88
320.127.576-87,Team Member,7724.82,41,11.7,TI,Fortaleza,1.2,49,1369.81
310.261.643-60,Tech Lead,23337.31,33,4.0,Produto,Fortaleza,5.2,32,3096.26
464.636.949-76,Team Member,8798.41,45,12.3,Produto,São Paulo,6.3,34,667.49
917.461.977-64,Product Manager,15867.36,46,10.4,Vendas,Rio de Janeiro,3.4,35,2158.23
500.393.731-97,Product Manager,19525.21,28,12.8,Produto,Fortaleza,1.6,36,3858.51
211.858.936-72,Team Member,11378.98,45,13.8,Vendas,Curitiba,2.7,31,1167.11
994.858.368-97,Group Product Manager,28178.43,60,7.6,Vendas,Rio de Janeiro,9.9,49,5420.22
620.113.331-47,Tech Lead,24388.4,29,13.8,Produto,Porto Alegre,9.4,41,1948.65
832.159.774-91,Product Manager,19335.5,50,5.6,Produto,Recife,4.2,31,2810.74
445.132.804-21,Tech Lead,24626.7,44,7.4,Marketing,Rio de Janeiro,6.2,46,2861.11
395.331.437-42,Tech Lead,17950.91,48,4.7,Vendas,Manaus,10.0,46,1799.51
119.705.301-78,Tech Lead,16687.68,44,1.3,TI,São Paulo,8.6,41,2920.74
627.416.922-73,Product Manager,12149.49,55,13.0,Produto,Curitiba,2.1,34,1156.25
420.266.534-54,Group Product Manager,34149.24,29,13.3,TI,Belo Horizonte,5.0,49,3577.67
910.134.874-79,Product Manager,17386.64,55,9.1,Produto,Belo Horizonte,4.9,32,2326.64
835.273.445-51,Group Product Manager,24422.97,46,1.8,Vendas,Fortaleza,1.4,49,2461.85
766.463.653-81,Tech Lead,17378.63,60,7.1,Marketing,Brasília,4.9,45,2268.9
480.373.429-31,Group Product Manager,30148.9,44,10.9,Produto,Curitiba,4.7,39,1768.7
301.359.353-61,Group Product Manager,28256.29,38,12.3,Marketing,Salvador,5.2,42,4837.16
564.620.305-69,Team Member,5307.48,43,11.0,Marketing,Salvador,2.0,49,565.63
367.890.422-61,Tech Lead,22957.44,24,2.1,Produto,Porto Alegre,5.9,49,4201.17
802.576.823-23,Product Manager,18110.32,50,4.5,Marketing,Recife,6.9,48,2880.23
342.774.591-67,Group Product Manager,34078.77,38,5.7,Produto,Salvador,9.7,43,1725.4
291.845.706-98,Group Product Manager,29498.76,51,9.3,Vendas,Belo Horizonte,3.3,50,3686.54
738.334.279-73,Product Manager,13530.1,27,2.3,TI,São Paulo,3.7,38,833.32
487.154.964-11,Product Manager,17500.99,40,7.8,Produto,Belo Horizonte,6.1,48,2788.84
915.928.257-79,Product Manager,14906.67,45,14.9,Vendas,Rio de Janeiro,3.5,36,1090.75
866.989.470-56,Group Product Manager,27954.73,22,8.6,Produto,São Paulo,8.1,33,2611.15
945.271.523-17,Tech Lead,18331.22,29,8.1,Marketing,Rio de Janeiro,2.1,39,1259.49
251.772.120-12,Product Manager,18222.6,47,11.4,Vendas,São Paulo,3.7,43,2892.24
931.461.496-32,Group Product Manager,27136.36,54,13.4,Vendas,São Paulo,5.6,47,3598.27
101.415.377-49,Group Product Manager,26743.87,39,2.8,Marketing,Curitiba,1.1,47,2621.5
677.512.750-32,Product Manager,14826.68,50,2.0,Marketing,Fortaleza,4.0,31,974.23
982.946.303-14,Product Manager,18941.2,55,7.4,Marketing,Manaus,1.8,49,1506.06
178.298.946-36,Group Product Manager,29144.81,30,10.1,Vendas,Recife,5.9,47,3707.98
218.380.103-76,Tech Lead,22680.44,43,11.0,Produto,Brasília,7.0,49,3322.06
961.156.584-70,Team Member,6030.05,24,3.7,TI,Manaus,1.5,44,1170.11
447.635.905-46,Product Manager,17356.42,23,8.0,Vendas,São Paulo,9.5,36,2550.36
902.763.158-47,Group Product Manager,20839.75,23,4.6,Marketing,São Paulo,9.8,42,3030.93
589.220.100-85,Group Product Manager,28747.65,51,5.5,Produto,Rio de Janeiro,8.9,35,3026.88
917.470.358-72,Tech Lead,19345.73,56,11.1,TI,Manaus,3.3,30,1310.45
691.413.514-15,Tech Lead,23190.1,53,6.1,Vendas,Manaus,7.9,44,2843.19
370.130.843-59,Product Manager,17542.31,50,1.8,Vendas,Rio de Janeiro,7.3,30,2610.23
787.428.959-20,Group Product Manager,27388.35,39,12.7,Vendas,Brasília,7.6,49,4101.86
343.710.131-69,Product Manager,18111.17,55,9.9,TI,Fortaleza,4.1,33,996.09
686.124.681-93,Product Manager,18865.04,57,11.8,Vendas,Salvador,4.3,48,1812.05
723.901.596-83,Tech Lead,16357.54,22,6.0,Produto,Belo Horizonte,2.5,45,1457.47
820.383.252-19,Group Product Manager,26316.15,44,1.2,Produto,Porto Alegre,7.7,50,1592.26
218.678.981-90,Product Manager,16064.87,49,0.5,Vendas,Belo Horizonte,7.0,39,1514.53
743.927.179-96,Group Product Manager,20812.53,47,10.6,Produto,Rio de Janeiro,3.5,49,2463.62
605.129.791-33,Product Manager,18042.9,28,8.2,Produto,Belo Horizonte,2.4,45,1228.48
629.260.340-30,Group Product Manager,28305.14,60,4.3,Marketing,Brasília,1.7,36,3190.03
232.363.432-34,Product Manager,19131.5,40,9.1,TI,Porto Alegre,4.1,33,1373.7
883.765.238-81,Group Product Manager,31703.79,59,4.3,Vendas,Salvador,3.4,40,4895.64
282.624.670-56,Tech Lead,19732.49,45,6.3,Marketing,Recife,9.7,41,2469.1
275.699.122-42,Product Manager,18058.21,35,7.4,TI,Brasília,8.4,33,1243.55
226.341.488-29,Product Manager,13307.33,32,3.6,Marketing,Manaus,2.7,40,784.7
553.479.921-79,Tech Lead,20851.05,58,13.4,Produto,Brasília,7.0,31,3359.09
741.439.297-57,Team Member,9341.79,45,8.4,Vendas,Manaus,2.4,36,1494.53
213.786.765-57,Tech Lead,22016.77,56,5.9,Marketing,Salvador,5.4,50,4395.66
773.690.984-17,Team Member,9777.39,59,0.9,TI,Fortaleza,2.6,45,1083.66
992.902.881-68,Group Product Manager,21493.74,53,9.4,Marketing,Fortaleza,6.6,38,4267.14
540.499.123-43,Team Member,11102.28,41,12.7,Vendas,São Paulo,7.3,33,1058.89
