cpf,sexo,curso,salario_5_anos,estado,cidade,trabalha_na_area,tipo_empresa
4165,Feminino,Administração,5512.67,PE,Limoeiro,Sim,Pública
4166,Masculino,Direito,2856.87,AL,Caruaru,Não,Privada
4167,Feminino,Pedagogia,3691.0,AL,Vitória,Não,Privada
4168,Feminino,Administração,3523.2,PE,Vitória,Sim,Privada
4169,Masculino,Engenharia Civil,2006.98,RN,Recife,Sim,Privada
4170,Feminino,Direito,3154.93,PE,Olinda,Sim,Empreendedor
4171,Feminino,Engenharia Civil,1605.57,RN,Recife,Não,Privada
4172,Masculino,Engenharia Civil,3299.21,PB,Vitória,Não,Pública
4173,Feminino,Pedagogia,2254.38,PB,Recife,Sim,Empreendedor
4174,Masculino,Enfermagem,3703.9,RN,Olinda,Não,Pública
4175,Feminino,Pedagogia,3128.12,CE,Caruaru,Não,Empreendedor
4176,Masculino,Direito,3109.02,PB,Limoeiro,Não,Privada
4177,Masculino,Direito,5364.11,AL,Vitória,Sim,Empreendedor
4178,Masculino,Pedagogia,3584.97,PE,Recife,Sim,Pública
4179,Feminino,Enfermagem,5753.87,CE,Vitória,Não,Empreendedor
4180,Masculino,Pedagogia,4035.65,AL,Limoeiro,Não,Empreendedor
4181,Masculino,Direito,4478.66,PE,Recife,Não,Privada
4182,Masculino,Enfermagem,2456.57,AL,Caruaru,Sim,Privada
4183,Masculino,Direito,2667.59,CE,Limoeiro,Sim,Empreendedor
4184,Masculino,Enfermagem,3520.72,RN,Olinda,Sim,Privada
4185,Feminino,Enfermagem,4955.69,PE,Olinda,Sim,Privada
4186,Feminino,Pedagogia,3064.46,AL,Vitória,Sim,Empreendedor
4187,Feminino,Pedagogia,1782.26,AL,Olinda,Não,Pública
4188,Feminino,Pedagogia,3977.59,CE,Recife,Não,Privada
4189,Feminino,Enfermagem,3576.77,CE,Olinda,Sim,Empreendedor
4190,Feminino,Enfermagem,2838.79,CE,Caruaru,Sim,Empreendedor
4191,Feminino,Direito,3052.32,RN,Recife,Sim,Empreendedor
4192,Masculino,Engenharia Civil,2454.71,PB,Vitória,Sim,Pública
4193,Feminino,Pedagogia,4608.69,AL,Vitória,Não,Pública
4194,Masculino,Direito,3527.99,RN,Olinda,Não,Pública
4195,Masculino,Direito,3788.57,AL,Olinda,Não,Privada
4196,Feminino,Administração,2784.29,RN,Vitória,Não,Empreendedor
4197,Masculino,Pedagogia,5103.47,PE,Recife,Sim,Empreendedor
4198,Masculino,Direito,3764.96,PB,Limoeiro,Sim,Pública
4199,Masculino,Administração,930.64,AL,Vitória,Sim,Privada
4200,Masculino,Pedagogia,4051.98,CE,Caruaru,Não,Privada
4201,Feminino,Enfermagem,3182.82,PB,Recife,Não,Empreendedor
4202,Feminino,Administração,3303.27,AL,Limoeiro,Não,Pública
4203,Feminino,Enfermagem,4692.43,PE,Limoeiro,Não,Empreendedor
4204,Feminino,Engenharia Civil,3606.29,AL,Recife,Não,Pública
4205,Feminino,Engenharia Civil,5554.81,AL,Vitória,Sim,Pública
4206,Feminino,Engenharia Civil,3626.71,AL,Limoeiro,Não,Empreendedor
4207,Feminino,Engenharia Civil,2940.06,PB,Caruaru,Não,Pública
4208,Feminino,Direito,1324.05,AL,Recife,Não,Pública
4209,Feminino,Engenharia Civil,2638.56,CE,Olinda,Sim,Pública
4210,Feminino,Direito,3113.31,RN,Vitória,Não,Pública
4211,Masculino,Direito,5259.55,CE,Recife,Não,Privada
4212,Feminino,Pedagogia,2947.33,PE,Caruaru,Sim,Pública
4213,Masculino,Direito,5470.41,PB,Limoeiro,Sim,Pública
4214,Masculino,Direito,2122.03,RN,Vitória,Sim,Pública
4215,Masculino,Engenharia Civil,2573.04,PB,Vitória,Não,Empreendedor
4216,Masculino,Direito,4852.37,PB,Recife,Não,Privada
4217,Feminino,Enfermagem,2785.85,AL,Recife,Não,Pública
4218,Masculino,Engenharia Civil,4819.07,CE,Caruaru,Não,Pública
4219,Feminino,Administração,2508.44,RN,Olinda,Sim,Empreendedor
4220,Feminino,Engenharia Civil,2628.69,AL,Recife,Sim,Privada
4221,Masculino,Direito,4270.22,RN,Recife,Sim,Privada
4222,Feminino,Enfermagem,2525.24,CE,Recife,Sim,Privada
4223,Masculino,Engenharia Civil,3170.71,AL,Caruaru,Não,Pública
4224,Masculino,Enfermagem,3973.73,RN,Limoeiro,Sim,Privada
4225,Feminino,Administração,3196.87,AL,Olinda,Não,Empreendedor
4226,Feminino,Administração,2824.91,PB,Caruaru,Não,Empreendedor
4227,Masculino,Pedagogia,2051.33,PE,Recife,Sim,Pública
4228,Feminino,Pedagogia,5239.19,RN,Limoeiro,Não,Pública
4229,Feminino,Engenharia Civil,5463.33,CE,Recife,Não,Pública
4230,Feminino,Pedagogia,3895.2,RN,Caruaru,Não,Pública
4231,Masculino,Enfermagem,3221.46,PE,Vitória,Sim,Empreendedor
4232,Masculino,Pedagogia,3287.39,RN,Recife,Não,Pública
4233,Feminino,Enfermagem,4498.63,RN,Limoeiro,Não,Pública
4234,Feminino,Pedagogia,4738.14,RN,Olinda,Não,Pública
4235,Feminino,Pedagogia,2851.82,CE,Vitória,Sim,Pública
4236,Feminino,Pedagogia,4789.53,PE,Recife,Não,Empreendedor
4237,Feminino,Direito,4238.11,PE,Recife,Não,Privada
4238,Masculino,Direito,4768.67,CE,Limoeiro,Não,Pública
4239,Feminino,Pedagogia,1577.87,RN,Vitória,Sim,Empreendedor
4240,Masculino,Enfermagem,2996.96,RN,Vitória,Sim,Privada
4241,Feminino,Engenharia Civil,3292.52,PE,Vitória,Sim,Empreendedor
4242,Masculino,Administração,2937.26,RN,Recife,Não,Privada
4243,Feminino,Direito,5800.79,PB,Vitória,Não,Empreendedor
4244,Masculino,Pedagogia,3008.16,RN,Recife,Não,Pública
4245,Feminino,Administração,4062.07,RN,Recife,Não,Privada
4246,Masculino,Direito,3683.41,AL,Vitória,Não,Empreendedor
4247,Masculino,Engenharia Civil,3151.73,PE,Caruaru,Sim,Pública
4248,Masculino,Enfermagem,2649.63,PE,Olinda,Sim,Pública
4249,Masculino,Pedagogia,5967.02,PB,Olinda,Não,Privada
4250,Masculino,Engenharia Civil,3233.75,PB,Caruaru,Sim,Empreendedor
4251,Masculino,Direito,4550.7,PB,Vitória,Sim,Pública
4252,Feminino,Pedagogia,3488.42,PE,Recife,Não,Empreendedor
4253,Masculino,Administração,2949.53,AL,Limoeiro,Não,Pública
4254,Feminino,Enfermagem,3629.95,AL,Caruaru,Sim,Pública
4255,Feminino,Direito,3869.74,CE,Olinda,Sim,Pública
4256,Feminino,Enfermagem,2936.5,PE,Olinda,Não,Privada
4257,Feminino,Pedagogia,2582.46,CE,Recife,Não,Empreendedor
4258,Feminino,Engenharia Civil,4071.41,RN,Olinda,Não,Privada
4259,Masculino,Enfermagem,3639.64,PB,Olinda,Sim,Privada
4260,Masculino,Administração,2717.53,CE,Recife,Sim,Privada
4261,Masculino,Direito,2373.88,CE,Vitória,Não,Privada
4262,Feminino,Administração,3919.13,PE,Olinda,Não,Privada
4263,Masculino,Enfermagem,1198.3,PB,Vitória,Não,Pública
4264,Masculino,Engenharia Civil,3187.28,PB,Limoeiro,Não,Pública
4265,Masculino,Engenharia Civil,3662.11,AL,Vitória,Não,Pública
4266,Masculino,Administração,5585.21,CE,Recife,Sim,Privada
4267,Masculino,Pedagogia,3512.58,AL,Recife,Sim,Pública
4268,Feminino,Pedagogia,3138.57,CE,Recife,Não,Pública
4269,Masculino,Engenharia Civil,3841.47,PE,Olinda,Não,Pública
4270,Feminino,Administração,2640.15,PE,Caruaru,Não,Privada
4271,Feminino,Administração,3237.28,RN,Olinda,Sim,Empreendedor
4272,Feminino,Administração,3535.16,CE,Vitória,Não,Empreendedor
4273,Feminino,Enfermagem,4255.41,CE,Limoeiro,Sim,Pública
4274,Feminino,Pedagogia,2692.4,PB,Limoeiro,Sim,Privada
4275,Masculino,Pedagogia,3493.13,PB,Limoeiro,Não,Empreendedor
4276,Masculino,Enfermagem,1350.78,AL,Limoeiro,Não,Pública
4277,Masculino,Direito,4120.02,RN,Caruaru,Não,Privada
4278,Feminino,Enfermagem,3223.47,PE,Limoeiro,Não,Empreendedor
4279,Masculino,Administração,5761.18,CE,Olinda,Não,Empreendedor
4280,Masculino,Enfermagem,3921.6,AL,Limoeiro,Sim,Privada
4281,Feminino,Administração,2459.61,RN,Recife,Sim,Empreendedor
4282,Feminino,Engenharia Civil,2187.58,PB,Vitória,Não,Pública
4283,Feminino,Administração,4294.04,RN,Olinda,Não,Pública
4284,Feminino,Pedagogia,5655.72,AL,Caruaru,Não,Privada
4285,Masculino,Enfermagem,5288.2,PE,Olinda,Não,Privada
4286,Feminino,Administração,2044.77,PB,Recife,Não,Pública
4287,Feminino,Direito,3743.95,PB,Limoeiro,Sim,Privada
4288,Masculino,Engenharia Civil,4852.42,PE,Limoeiro,Sim,Empreendedor
4289,Masculino,Direito,1890.61,PB,Caruaru,Sim,Empreendedor
4290,Feminino,Direito,4744.84,AL,Vitória,Sim,Empreendedor
4291,Masculino,Direito,2656.65,PB,Limoeiro,Não,Empreendedor
4292,Feminino,Engenharia Civil,3241.43,CE,Caruaru,Não,Privada
4293,Feminino,Engenharia Civil,3831.96,RN,Limoeiro,Não,Empreendedor
4294,Masculino,Engenharia Civil,4781.98,AL,Olinda,Sim,Privada
4295,Masculino,Engenharia Civil,5338.29,PE,Caruaru,Sim,Pública
4296,Feminino,Direito,3112.48,AL,Caruaru,Não,Empreendedor
4297,Feminino,Pedagogia,2924.43,CE,Caruaru,Sim,Privada
4298,Feminino,Pedagogia,2844.53,PB,Limoeiro,Não,Pública
4299,Masculino,Engenharia Civil,4435.5,PB,Caruaru,Não,Empreendedor
4300,Feminino,Enfermagem,4694.67,AL,Olinda,Não,Empreendedor
4301,Feminino,Administração,4573.3,PB,Vitória,Não,Empreendedor
4302,Feminino,Enfermagem,3823.75,PB,Vitória,Sim,Privada
4303,Feminino,Enfermagem,3942.14,CE,Recife,Não,Privada
4304,Feminino,Enfermagem,3223.56,PE,Olinda,Não,Pública
4305,Masculino,Pedagogia,3335.47,RN,Olinda,Não,Empreendedor
4306,Feminino,Administração,4524.77,AL,Caruaru,Não,Pública
4307,Feminino,Enfermagem,3817.15,PE,Recife,Não,Privada
4308,Feminino,Engenharia Civil,2932.2,RN,Olinda,Sim,Empreendedor
4309,Feminino,Pedagogia,4819.19,PE,Olinda,Não,Pública
4310,Masculino,Engenharia Civil,2770.6,AL,Olinda,Não,Empreendedor
4311,Masculino,Engenharia Civil,3674.84,CE,Limoeiro,Sim,Privada
4312,Masculino,Enfermagem,2011.97,CE,Olinda,Não,Pública
4313,Feminino,Engenharia Civil,2365.04,CE,Limoeiro,Não,Empreendedor
4314,Feminino,Administração,3522.93,PE,Olinda,Não,Empreendedor
4315,Masculino,Engenharia Civil,2664.51,AL,Vitória,Não,Empreendedor
4316,Masculino,Enfermagem,3225.02,PB,Limoeiro,Não,Pública
4317,Masculino,Engenharia Civil,4955.92,PB,Limoeiro,Não,Privada
4318,Feminino,Pedagogia,3350.29,CE,Caruaru,Não,Privada
4319,Feminino,Pedagogia,4579.82,PE,Olinda,Sim,Pública
4320,Masculino,Pedagogia,2563.14,PB,Recife,Não,Empreendedor
4321,Masculino,Direito,4158.69,PE,Recife,Não,Pública
4322,Masculino,Pedagogia,2299.77,AL,Recife,Não,Pública
4323,Feminino,Pedagogia,3200.26,CE,Recife,Sim,Privada
4324,Feminino,Direito,4207.39,RN,Vitória,Não,Pública
4325,Feminino,Pedagogia,3515.31,CE,Recife,Não,Empreendedor
4326,Masculino,Enfermagem,4630.76,RN,Caruaru,Não,Privada
4327,Masculino,Pedagogia,4301.02,PB,Recife,Sim,Privada
4328,Feminino,Pedagogia,3129.91,RN,Caruaru,Não,Empreendedor
4329,Masculino,Direito,5056.34,PE,Limoeiro,Sim,Pública
4330,Feminino,Enfermagem,4023.57,RN,Olinda,Sim,Privada
4331,Masculino,Engenharia Civil,3207.57,PB,Recife,Não,Pública
4332,Masculino,Administração,3674.92,PB,Caruaru,Não,Empreendedor
4333,Masculino,Enfermagem,3609.1,CE,Caruaru,Sim,Privada
4334,Masculino,Engenharia Civil,3741.91,PB,Olinda,Não,Empreendedor
4335,Feminino,Enfermagem,3329.89,PE,Limoeiro,Sim,Privada
4336,Masculino,Engenharia Civil,3947.03,RN,Recife,Não,Empreendedor
4337,Feminino,Engenharia Civil,4447.78,AL,Caruaru,Sim,Pública
4338,Feminino,Enfermagem,4010.68,PB,Recife,Sim,Empreendedor
4339,Feminino,Direito,3969.83,RN,Vitória,Não,Empreendedor
4340,Masculino,Enfermagem,3379.19,CE,Caruaru,Sim,Empreendedor
4341,Feminino,Enfermagem,2436.7,AL,Limoeiro,Não,Empreendedor
4342,Feminino,Engenharia Civil,2144.79,CE,Olinda,Sim,Empreendedor
4343,Feminino,Administração,2650.91,PE,Caruaru,Sim,Pública
4344,Masculino,Engenharia Civil,2998.4,CE,Vitória,Não,Pública
4345,Masculino,Pedagogia,5506.15,RN,Olinda,Sim,Privada
4346,Feminino,Enfermagem,5001.99,AL,Limoeiro,Sim,Empreendedor
4347,Masculino,Enfermagem,2788.02,CE,Recife,Não,Pública
4348,Feminino,Direito,4039.64,CE,Recife,Sim,Empreendedor
4349,Feminino,Engenharia Civil,3418.85,PE,Caruaru,Sim,Empreendedor
4350,Masculino,Direito,3783.19,RN,Olinda,Sim,Privada
4351,Feminino,Enfermagem,2841.66,CE,Vitória,Sim,Empreendedor
4352,Masculino,Engenharia Civil,6190.11,RN,Vitória,Sim,Pública
4353,Masculino,Engenharia Civil,5737.4,PB,Limoeiro,Não,Privada
4354,Feminino,Pedagogia,3148.86,PE,Olinda,Não,Privada
4355,Masculino,Pedagogia,2784.41,PE,Olinda,Não,Privada
4356,Masculino,Administração,4610.57,PE,Recife,Sim,Empreendedor
4357,Feminino,Pedagogia,2048.4,RN,Limoeiro,Não,Privada
4358,Feminino,Engenharia Civil,4515.14,CE,Limoeiro,Sim,Pública
4359,Masculino,Pedagogia,3650.56,CE,Limoeiro,Não,Pública
4360,Masculino,Administração,1779.08,RN,Olinda,Não,Privada
4361,Feminino,Enfermagem,3317.88,RN,Recife,Sim,Privada
4362,Masculino,Pedagogia,2713.1,PB,Limoeiro,Não,Privada
4363,Masculino,Engenharia Civil,3694.14,AL,Recife,Sim,Empreendedor
4364,Masculino,Enfermagem,3569.01,AL,Limoeiro,Sim,Privada
4365,Masculino,Engenharia Civil,1883.22,PE,Olinda,Sim,Privada
4366,Masculino,Enfermagem,3099.03,CE,Recife,Sim,Empreendedor
4367,Masculino,Engenharia Civil,4189.66,PE,Caruaru,Não,Privada
4368,Masculino,Pedagogia,4396.29,CE,Limoeiro,Sim,Privada
4369,Feminino,Pedagogia,3064.33,CE,Olinda,Sim,Pública
4370,Feminino,Administração,4049.32,PB,Recife,Sim,Pública
4371,Feminino,Enfermagem,3819.66,RN,Vitória,Sim,Pública
4372,Feminino,Administração,3436.83,RN,Olinda,Não,Empreendedor
4373,Feminino,Direito,4056.66,RN,Olinda,Sim,Pública
4374,Masculino,Pedagogia,2389.75,AL,Vitória,Não,Pública
4375,Masculino,Enfermagem,3501.16,RN,Vitória,Não,Privada
4376,Masculino,Administração,1575.27,AL,Caruaru,Sim,Empreendedor
4377,Masculino,Administração,3435.05,PE,Caruaru,Não,Privada
4378,Feminino,Direito,5210.03,AL,Caruaru,Sim,Privada
4379,Masculino,Administração,3116.57,CE,Olinda,Sim,Empreendedor
4380,Masculino,Engenharia Civil,5090.05,PB,Olinda,Sim,Empreendedor
4381,Feminino,Pedagogia,3135.69,PB,Olinda,Não,Privada
4382,Masculino,Administração,2198.33,CE,Caruaru,Sim,Privada
4383,Masculino,Administração,4298.47,PE,Recife,Não,Privada
4384,Feminino,Direito,4056.72,PB,Olinda,Sim,Empreendedor
4385,Masculino,Engenharia Civil,6282.81,CE,Olinda,Sim,Privada
4386,Masculino,Administração,2324.85,PB,Olinda,Sim,Privada
4387,Masculino,Pedagogia,3927.7,AL,Caruaru,Não,Pública
4388,Masculino,Pedagogia,3970.45,PB,Limoeiro,Sim,Pública
4389,Masculino,Administração,4769.82,AL,Caruaru,Não,Pública
4390,Feminino,Engenharia Civil,4135.76,AL,Limoeiro,Sim,Pública
4391,Feminino,Pedagogia,3154.31,PB,Caruaru,Não,Pública
4392,Feminino,Pedagogia,2214.71,PB,Recife,Sim,Privada
4393,Feminino,Engenharia Civil,3915.95,AL,Recife,Sim,Privada
4394,Feminino,Engenharia Civil,3949.3,PB,Olinda,Não,Empreendedor
4395,Feminino,Administração,4257.7,PE,Caruaru,Sim,Empreendedor
4396,Masculino,Enfermagem,3152.68,RN,Limoeiro,Sim,Empreendedor
4397,Feminino,Direito,3833.78,RN,Limoeiro,Sim,Privada
4398,Feminino,Enfermagem,1647.02,CE,Recife,Não,Pública
4399,Masculino,Enfermagem,2264.9,RN,Olinda,Não,Privada
4400,Masculino,Pedagogia,4622.64,PE,Limoeiro,Não,Privada
4401,Feminino,Engenharia Civil,3715.8,RN,Caruaru,Não,Empreendedor
4402,Masculino,Pedagogia,4070.98,RN,Olinda,Sim,Empreendedor
4403,Feminino,Direito,2781.98,PE,Caruaru,Sim,Empreendedor
4404,Masculino,Administração,2629.46,AL,Caruaru,Não,Empreendedor
4405,Feminino,Direito,2991.74,RN,Recife,Sim,Privada
4406,Masculino,Pedagogia,3785.22,CE,Caruaru,Não,Empreendedor
4407,Masculino,Pedagogia,4323.1,RN,Vitória,Sim,Pública
4408,Feminino,Pedagogia,3201.07,RN,Olinda,Não,Privada
4409,Feminino,Pedagogia,1508.5,PE,Vitória,Não,Pública
4410,Feminino,Enfermagem,3981.25,PE,Caruaru,Não,Privada
4411,Feminino,Administração,3820.46,CE,Caruaru,Sim,Privada
4412,Feminino,Enfermagem,4075.01,PB,Recife,Não,Empreendedor
4413,Masculino,Pedagogia,4527.8,PE,Recife,Não,Pública
4414,Feminino,Engenharia Civil,4433.07,PB,Recife,Sim,Privada
4415,Feminino,Enfermagem,5132.98,CE,Recife,Sim,Pública
4416,Masculino,Pedagogia,3534.1,RN,Limoeiro,Sim,Privada
4417,Masculino,Pedagogia,2981.69,RN,Recife,Não,Privada
4418,Feminino,Administração,4749.01,PB,Caruaru,Sim,Privada
4419,Masculino,Direito,4590.03,CE,Caruaru,Não,Pública
4420,Masculino,Enfermagem,3220.58,CE,Olinda,Sim,Privada
4421,Feminino,Enfermagem,4827.06,PE,Vitória,Não,Pública
4422,Masculino,Enfermagem,3589.43,PB,Limoeiro,Não,Pública
4423,Masculino,Pedagogia,5031.59,PE,Limoeiro,Não,Empreendedor
4424,Feminino,Administração,5575.06,PB,Olinda,Sim,Pública
4425,Feminino,Pedagogia,6669.29,PE,Olinda,Não,Privada
4426,Masculino,Pedagogia,3574.68,PE,Recife,Não,Privada
4427,Masculino,Engenharia Civil,5198.52,CE,Olinda,Não,Privada
4428,Feminino,Administração,4524.62,CE,Limoeiro,Sim,Privada
4429,Masculino,Enfermagem,4636.35,RN,Vitória,Sim,Pública
4430,Masculino,Direito,4009.32,RN,Vitória,Sim,Empreendedor
4431,Masculino,Enfermagem,4641.33,CE,Limoeiro,Não,Pública
4432,Feminino,Pedagogia,1851.1,CE,Recife,Não,Privada
4433,Masculino,Administração,3465.39,PE,Vitória,Sim,Pública
4434,Masculino,Administração,2715.82,RN,Vitória,Não,Empreendedor
4435,Feminino,Administração,2615.46,CE,Recife,Sim,Empreendedor
4436,Masculino,Engenharia Civil,1777.4,PB,Vitória,Sim,Empreendedor
4437,Masculino,Enfermagem,2867.94,PB,Caruaru,Sim,Empreendedor
4438,Feminino,Engenharia Civil,3291.02,RN,Limoeiro,Sim,Empreendedor
4439,Feminino,Direito,3721.17,PB,Vitória,Sim,Pública
4440,Feminino,Pedagogia,3485.09,PE,Vitória,Sim,Empreendedor
4441,Feminino,Engenharia Civil,4762.81,RN,Recife,Sim,Empreendedor
4442,Masculino,Engenharia Civil,2424.8,CE,Vitória,Não,Privada
4443,Masculino,Pedagogia,1167.61,PB,Recife,Não,Empreendedor
4444,Feminino,Administração,4137.74,PE,Limoeiro,Sim,Pública
4445,Feminino,Pedagogia,3443.93,CE,Caruaru,Não,Privada
4446,Masculino,Enfermagem,3419.01,AL,Olinda,Sim,Pública
4447,Feminino,Pedagogia,2644.66,PE,Limoeiro,Não,Privada
4448,Masculino,Administração,4590.96,PB,Vitória,Sim,Empreendedor
4449,Feminino,Pedagogia,2997.12,PE,Caruaru,Não,Pública
4450,Masculino,Engenharia Civil,2439.71,AL,Olinda,Sim,Privada
4451,Feminino,Direito,5509.11,AL,Olinda,Não,Pública
4452,Feminino,Engenharia Civil,4329.89,PE,Vitória,Sim,Privada
4453,Masculino,Direito,3451.81,CE,Olinda,Sim,Empreendedor
4454,Feminino,Pedagogia,570.51,CE,Olinda,Não,Pública
4455,Masculino,Enfermagem,3217.49,AL,Limoeiro,Sim,Pública
4456,Masculino,Pedagogia,3474.06,RN,Limoeiro,Sim,Pública
4457,Masculino,Administração,5256.42,RN,Olinda,Sim,Empreendedor
4458,Masculino,Pedagogia,1400.03,CE,Recife,Não,Empreendedor
4459,Masculino,Direito,5372.31,RN,Vitória,Não,Privada
4460,Feminino,Engenharia Civil,4024.32,CE,Recife,Não,Pública
4461,Feminino,Enfermagem,2050.9,PB,Recife,Não,Privada
4462,Masculino,Pedagogia,4606.18,CE,Olinda,Não,Privada
4463,Feminino,Pedagogia,3207.35,PB,Vitória,Sim,Empreendedor
4464,Masculino,Engenharia Civil,1505.75,AL,Recife,Sim,Pública
4465,Feminino,Enfermagem,2966.7,RN,Limoeiro,Não,Empreendedor
4466,Feminino,Pedagogia,3805.89,AL,Limoeiro,Não,Pública
4467,Feminino,Pedagogia,3574.32,PE,Vitória,Não,Privada
4468,Feminino,Direito,4272.17,PE,Recife,Sim,Empreendedor
4469,Masculino,Direito,4816.92,AL,Caruaru,Sim,Empreendedor
4470,Masculino,Administração,2181.72,CE,Caruaru,Não,Pública
4471,Feminino,Engenharia Civil,3474.91,CE,Vitória,Não,Privada
4472,Feminino,Enfermagem,2768.05,RN,Vitória,Não,Empreendedor
4473,Masculino,Pedagogia,2001.28,AL,Caruaru,Sim,Privada
4474,Feminino,Pedagogia,3437.79,PE,Recife,Não,Empreendedor
4475,Masculino,Administração,4018.0,AL,Recife,Não,Empreendedor
4476,Masculino,Pedagogia,4088.81,AL,Olinda,Sim,Empreendedor
4477,Masculino,Engenharia Civil,3025.75,RN,Vitória,Não,Privada
4478,Feminino,Administração,2290.56,CE,Recife,Não,Privada
4479,Masculino,Engenharia Civil,2726.44,PE,Caruaru,Não,Privada
4480,Feminino,Administração,1247.8,RN,Caruaru,Sim,Privada
4481,Masculino,Pedagogia,2072.84,PE,Limoeiro,Sim,Privada
4482,Feminino,Administração,2176.85,PE,Recife,Sim,Privada
4483,Feminino,Direito,4514.37,CE,Olinda,Sim,Privada
4484,Feminino,Enfermagem,4513.28,CE,Olinda,Não,Pública
4485,Masculino,Pedagogia,6055.38,RN,Vitória,Sim,Privada
4486,Masculino,Enfermagem,3788.39,PB,Limoeiro,Sim,Privada
4487,Feminino,Pedagogia,2919.34,RN,Caruaru,Sim,Pública
4488,Feminino,Enfermagem,3514.37,RN,Caruaru,Sim,Pública
4489,Feminino,Direito,3296.93,PB,Vitória,Não,Privada
4490,Masculino,Enfermagem,2741.94,PE,Olinda,Sim,Privada
4491,Masculino,Administração,3883.91,AL,Olinda,Sim,Privada
4492,Masculino,Enfermagem,3732.03,PB,Caruaru,Sim,Pública
4493,Masculino,Pedagogia,3400.9,AL,Vitória,Sim,Empreendedor
4494,Feminino,Engenharia Civil,3146.85,PE,Recife,Sim,Empreendedor
4495,Feminino,Enfermagem,4258.28,PB,Limoeiro,Não,Empreendedor
4496,Masculino,Enfermagem,2835.51,CE,Olinda,Sim,Empreendedor
4497,Masculino,Enfermagem,3016.21,RN,Olinda,Sim,Empreendedor
4498,Feminino,Pedagogia,4070.1,PB,Olinda,Não,Privada
4499,Masculino,Enfermagem,4713.78,PB,Recife,Sim,Empreendedor
4500,Masculino,Pedagogia,4604.17,PE,Recife,Não,Privada
4501,Masculino,Pedagogia,3188.5,CE,Limoeiro,Não,Pública
4502,Masculino,Engenharia Civil,1982.78,PB,Olinda,Não,Pública
4503,Masculino,Administração,3152.61,CE,Caruaru,Não,Empreendedor
4504,Masculino,Pedagogia,3588.21,AL,Olinda,Não,Pública
4505,Feminino,Direito,2162.93,PB,Limoeiro,Não,Privada
4506,Masculino,Enfermagem,3130.28,CE,Limoeiro,Sim,Empreendedor
4507,Masculino,Direito,4948.52,RN,Caruaru,Não,Empreendedor
4508,Feminino,Enfermagem,3676.98,PE,Recife,Sim,Privada
4509,Feminino,Engenharia Civil,2851.29,CE,Caruaru,Não,Privada
4510,Feminino,Pedagogia,3534.61,PE,Limoeiro,Sim,Privada
4511,Masculino,Administração,3600.5,PB,Caruaru,Não,Empreendedor
4512,Feminino,Pedagogia,3051.98,PB,Olinda,Sim,Pública
4513,Masculino,Enfermagem,4426.86,AL,Limoeiro,Não,Pública
4514,Masculino,Administração,1305.92,PE,Recife,Sim,Pública
4515,Masculino,Pedagogia,4066.11,RN,Recife,Sim,Pública
4516,Feminino,Administração,2812.22,RN,Caruaru,Sim,Empreendedor
4517,Feminino,Enfermagem,4754.85,CE,Caruaru,Não,Privada
4518,Feminino,Engenharia Civil,1970.43,RN,Caruaru,Sim,Pública
4519,Feminino,Engenharia Civil,4626.29,PE,Olinda,Não,Empreendedor
4520,Feminino,Pedagogia,2552.88,PB,Recife,Sim,Empreendedor
4521,Masculino,Direito,3886.38,PE,Limoeiro,Não,Pública
4522,Masculino,Enfermagem,2942.0,PE,Limoeiro,Não,Privada
4523,Masculino,Pedagogia,4852.65,PB,Recife,Sim,Privada
4524,Masculino,Pedagogia,3270.7,PE,Caruaru,Sim,Empreendedor
4525,Feminino,Engenharia Civil,2632.33,RN,Vitória,Não,Privada
4526,Feminino,Administração,5178.92,CE,Caruaru,Não,Empreendedor
4527,Masculino,Enfermagem,3163.82,CE,Recife,Não,Privada
4528,Feminino,Administração,4126.14,PE,Olinda,Sim,Pública
4529,Feminino,Enfermagem,4626.85,PB,Caruaru,Sim,Privada
4530,Masculino,Direito,2444.61,AL,Limoeiro,Sim,Pública
4531,Masculino,Engenharia Civil,4006.34,PE,Olinda,Sim,Pública
4532,Feminino,Direito,4168.62,PE,Recife,Sim,Empreendedor
4533,Feminino,Pedagogia,1643.03,AL,Vitória,Sim,Pública
4534,Masculino,Engenharia Civil,3887.67,CE,Caruaru,Sim,Empreendedor
4535,Masculino,Pedagogia,3075.31,CE,Olinda,Não,Pública
4536,Masculino,Direito,5444.22,AL,Olinda,Não,Pública
4537,Feminino,Enfermagem,4539.34,PB,Limoeiro,Sim,Pública
4538,Masculino,Pedagogia,4026.89,PE,Caruaru,Sim,Privada
4539,Masculino,Administração,1050.41,RN,Vitória,Sim,Privada
4540,Feminino,Enfermagem,4033.98,CE,Olinda,Não,Pública
4541,Feminino,Enfermagem,2586.83,CE,Limoeiro,Não,Empreendedor
4542,Feminino,Direito,4548.23,CE,Caruaru,Sim,Pública
4543,Feminino,Direito,3308.1,PB,Caruaru,Não,Empreendedor
4544,Feminino,Engenharia Civil,2877.1,AL,Vitória,Sim,Pública
4545,Masculino,Engenharia Civil,2976.06,PB,Limoeiro,Não,Pública
4546,Masculino,Administração,3055.74,CE,Vitória,Sim,Empreendedor
4547,Feminino,Enfermagem,1883.33,PE,Olinda,Não,Empreendedor
4548,Feminino,Administração,2040.78,CE,Recife,Sim,Privada
4549,Feminino,Administração,3097.42,PE,Recife,Não,Empreendedor
